
Unordered Signature Table
---------------------
      Null-s -- 1791
---------------------
aborigine	aborigines
place	replaces
play	players
pond	respond
ponds	responds
port	reports
porter	reporters
pray	prayers
present	represents
presentation	representations
prison	prisoners
public	republics
quest	requests
ranch	ranchers
read	readers
report	reporters
reserves	serve
resolutions	solution
resources	source
restore	tore
restrain	train
restrained	trained
restraining	training
retail	retailers
returns	turn
reviews	view
revisions	vision
service	vice
services	vices
should	shoulders
sing	singers
southern	southerners
speak	speakers
support	supporters
teach	teachers
think	thinkers
trail	trailers
travel	travelers
troop	troopers
wait	waiters
work	workers
writ	writers



---------------------
      er-gin -- 96
---------------------
attacker	attacking
better	betting
bomber	bombing
builder	building
building	rebuild
calling	recall
catcher	catching
charter	charting
cleaner	cleaning
clearer	clearing
closer	closing
commander	commanding
commuter	commuting
computer	computing
conditioner	conditioning
constructing	reconstruct
consumer	consuming
container	containing
controller	controlling
cooler	cooling
counter	counting
covering	recover
dancer	dancing
dealer	dealing
designer	designing
developer	developing
drawer	drawing
driver	driving
employer	employing
examiner	examining
farmer	farming
fighter	fighting
fisher	fishing
flower	flowing
former	forming
forming	reform
founder	founding
handler	handling
heater	heating
helper	helping
holder	holding
hunter	hunting
inquirer	inquiring
killer	killing
leader	leading
letter	letting
lighter	lighting
listener	listening
locker	locking
longer	longing
manager	managing
manner	manning
manufacturer	manufacturing
marker	marking
marking	remark
merger	merging
miller	milling
nearer	nearing
observer	observing
opener	opening
painter	painting
parker	parking
performer	performing
pitcher	pitching
planter	planting
player	playing
preacher	preaching
producer	producing
publisher	publishing
reader	reading
receiver	receiving
recorder	recording
reminder	reminding
reporter	reporting
research	searching
restrain	straining
return	turning
revolver	revolving
rubber	rubbing
seller	selling
shower	showing
singer	singing
sitter	sitting
slower	slowing
speaker	speaking
teacher	teaching
thinker	thinking
trader	trading
trailer	trailing
traveler	traveling
turner	turning
waiter	waiting
walker	walking
winner	winning
worker	working
writer	writing



---------------------
      Null-es -- 90
---------------------
address	addresses
angel	angeles
approach	approaches
arch	arches
arch	search
arched	searched
ashore	seashore
barn	barnes
beach	beaches
bench	benches
boss	bosses
branch	branches
brush	brushes
bush	bushes
business	businesses
canvas	canvases
cape	escape
church	churches
class	classes
cloth	clothes
coach	coaches
complex	complexes
corp	corpse
corps	corpses
cure	secure
cured	secured
dish	dishes
distinguish	distinguishes
dress	dresses
dull	dulles
echo	echoes
emerges	merge
emotions	motion
employ	employes
essays	says
estates	state
evaluations	valuation
events	vent
ever	severe
express	expresses
flash	flashes
furnish	furnishes
glass	glasses
hero	heroes
hugh	hughes
inch	inches
lens	lenses
loss	losses
march	marches
marsh	marshes
mass	masses
match	matches
miss	misses
notch	notches
pass	passes
patch	patches
pitch	pitches
plan	planes
plea	please
possess	possesses
potato	potatoes
press	presses
process	processes
progress	progresses
rang	ranges
reach	reaches
refuge	refugees
same	sesame
scratch	scratches
sewage	wage
seward	ward
sewing	wing
sketch	sketches
slid	slides
speech	speeches
stag	stages
stress	stresses
stretch	stretches
strip	stripes
success	successes
switch	switches
teach	teaches
them	themes
touch	touches
wash	washes
weakness	weaknesses
wish	wishes
witch	witches
witness	witnesses
writ	writes



---------------------
      Null-al -- 85
---------------------
accident	accidental
addition	additional
alarmed	armed
albright	bright
alfred	fred
allied	lied
allies	lies
allocated	located
allocation	location
almighty	mighty
almost	most
already	ready
although	though
altogether	together
always	ways
analytic	analytical
bored	labored
classic	classical
congregation	congregational
constitution	constitutional
continent	continental
convention	conventional
critic	critical
development	developmental
dies	ladies
dimension	dimensional
direction	directional
dismiss	dismissal
economic	economical
education	educational
electric	electrical
element	elemental
emotion	emotional
environment	environmental
exception	exceptional
experiment	experimental
fiction	fictional
form	formal
function	functional
geographic	geographical
government	governmental
historic	historical
incident	incidental
inform	informal
institution	institutional
instrument	instrumental
intention	intentional
lasting	sting
latent	tent
latest	test
logic	logical
lyric	lyrical
magic	magical
margin	marginal
marsh	marshal
mechanic	mechanical
monument	monumental
music	musical
nation	national
norm	normal
occasion	occasional
occupation	occupational
operation	operational
organization	organizational
origin	original
pastor	pastoral
person	personal
philosophic	philosophical
portray	portrayal
post	postal
profession	professional
promotion	promotional
proportion	proportional
provision	provisional
ration	rational
recreation	recreational
region	regional
rent	rental
season	seasonal
sensation	sensational
sentiment	sentimental
sign	signal
tradition	traditional
transition	transitional
withdraw	withdrawal



---------------------
      Null-y -- 76
---------------------
bell	belly
bill	billy
blood	bloody
brand	brandy
buckle	buckley
budd	buddy
bulk	bulky
butcher	butchery
care	carey
case	casey
chill	chilly
count	county
deliver	delivery
difficult	difficulty
director	directory
dirt	dirty
discover	discovery
dust	dusty
earl	early
early	yearly
earning	yearning
ears	years
earth	earthy
eight	eighty
ever	every
factor	factory
fault	faulty
fill	filly
fort	forty
full	fully
german	germany
gravel	gravely
guilt	guilty
hair	hairy
hand	handy
hard	hardy
health	healthy
honest	honesty
inventor	inventory
iron	irony
length	lengthy
luck	lucky
marr	marry
master	mastery
might	mighty
moll	molly
mood	moody
need	needy
ours	yours
ourselves	yourselves
part	party
penn	penny
photograph	photography
rain	rainy
read	ready
recover	recovery
rock	rocky
rust	rusty
sand	sandy
scott	scotty
sleep	sleepy
speed	speedy
stead	steady
stick	sticky
storm	stormy
stud	study
sweat	sweaty
treat	treaty
unit	unity
victor	victory
wall	wally
wealth	wealthy
wear	weary
white	whitey
will	willy
worth	worthy



---------------------
      Null-in -- 75
---------------------
ability	inability
accurate	inaccurate
action	inaction
active	inactive
adequate	inadequate
album	albumin
bullet	bulletin
capable	incapable
come	income
coming	incoming
complete	incomplete
consistent	inconsistent
correct	incorrect
decent	indecent
decision	indecision
deed	indeed
definite	indefinite
definitely	indefinitely
dependence	independence
dependent	independent
diana	indiana
dies	indies
difference	indifference
different	indifferent
direct	indirect
directly	indirectly
doors	indoors
efficient	inefficient
expensive	inexpensive
experienced	inexperienced
fancy	infancy
field	infield
finite	infinite
form	inform
formal	informal
formally	informally
formation	information
formed	informed
forms	informs
human	inhuman
injury	jury
injustice	justice
inmates	mates
inorganic	organic
inquest	quest
insane	sane
insecurity	security
inside	side
insight	sight
insights	sights
insignificant	significant
install	stall
instance	stance
instead	stead
insufficient	sufficient
insure	sure
intact	tact
intake	take
intangible	tangible
intend	tend
intended	tended
intends	tends
intense	tense
intent	tent
intuition	tuition
invalid	valid
invaluable	valuable
invent	vent
inverse	verse
invisible	visible
inward	ward
rank	rankin
there	therein
where	wherein
with	within



---------------------
      e-ino -- 71
---------------------
accelerate	acceleration
anticipate	anticipation
appreciate	appreciation
appropriate	appropriation
approximate	approximation
associate	association
communicate	communication
complete	completion
composite	composition
concentrate	concentration
confuse	confusion
constitute	constitution
contemplate	contemplation
contribute	contribution
converse	conversion
cooperate	cooperation
coordinate	coordination
corporate	corporation
create	creation
definite	definition
delegate	delegation
demonstrate	demonstration
desolate	desolation
desperate	desperation
devote	devotion
discrete	discretion
distribute	distribution
diverse	diversion
dominate	domination
duplicate	duplication
educate	education
eliminate	elimination
equate	equation
evaluate	evaluation
exaggerate	exaggeration
execute	execution
expanse	expansion
formulate	formulation
generate	generation
graduate	graduation
hesitate	hesitation
illustrate	illustration
imitate	imitation
indicate	indication
initiate	initiation
institute	institution
integrate	integration
investigate	investigation
isolate	isolation
locate	location
manipulate	manipulation
negotiate	negotiation
operate	operation
opposite	opposition
participate	participation
penetrate	penetration
precise	precision
promote	promotion
prostitute	prostitution
relate	relation
revise	revision
separate	separation
state	station
stimulate	stimulation
supervise	supervision
suspense	suspension
tense	tension
terminate	termination
translate	translation
verse	version
violate	violation



---------------------
      Null-nu -- 69
---------------------
able	unable
adjusted	unadjusted
available	unavailable
aware	unaware
broken	unbroken
certain	uncertain
certainty	uncertainty
changed	unchanged
clear	nuclear
comfortable	uncomfortable
common	uncommon
concerned	unconcerned
conscious	unconscious
consciously	unconsciously
covered	uncovered
desirable	undesirable
duly	unduly
easily	uneasily
easy	uneasy
employed	unemployed
employment	unemployment
even	uneven
expected	unexpected
fair	unfair
familiar	unfamiliar
favorable	unfavorable
fortunate	unfortunate
fortunately	unfortunately
friendly	unfriendly
happily	unhappily
happiness	unhappiness
happy	unhappy
important	unimportant
interrupted	uninterrupted
ions	unions
known	unknown
less	unless
like	unlike
likely	unlikely
limited	unlimited
load	unload
loaded	unloaded
loading	unloading
locked	unlocked
married	unmarried
natural	unnatural
necessary	unnecessary
official	unofficial
orthodox	unorthodox
paid	unpaid
pleasant	unpleasant
popular	unpopular
prepared	unprepared
real	unreal
related	unrelated
rest	unrest
satisfactory	unsatisfactory
seen	unseen
stable	unstable
structured	unstructured
successful	unsuccessful
touched	untouched
unusual	usual
unusually	usually
unwanted	wanted
unwelcome	welcome
unwilling	willing
unwillingness	willingness
unworthy	worthy



---------------------
      ers-gin -- 67
---------------------
advertisers	advertising
believers	believing
bombers	bombing
builders	building
calling	recalls
campers	camping
cleaners	cleaning
commanders	commanding
computers	computing
conditioners	conditioning
consumers	consuming
counters	counting
cutters	cutting
dancers	dancing
dealers	dealing
defenders	defending
designers	designing
drawers	drawing
drivers	driving
employers	employing
farmers	farming
fighters	fighting
flowers	flowing
followers	following
forming	reforms
founders	founding
gamblers	gambling
holders	holding
hunters	hunting
leaders	leading
lending	slender
letters	letting
listeners	listening
managers	managing
manners	manning
manufacturers	manufacturing
marking	remarks
mergers	merging
observers	observing
